,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,og_window_index,label,subject
0,62.09751609935603,966.2222222222222,36.49589863647622,22.688102609076818,66.0208300462815,1.0,0.625,35.0,46.68076423967364,21.1246301742776,3097.968123573676,2.20977900462913,0.34510525710341655,0,4,sub16
1,61.559507523939814,974.6666666666666,69.00563584068897,33.99793192239787,64.55327257389821,0.75,0.375,45.0,44.53992240114479,78.19162159400456,10941.063753847015,0.5696252551508658,0.22799817601459188,1,4,sub16
2,56.87802822835475,1054.888888888889,37.40898419852419,31.15284898689043,52.6948764112793,0.75,0.375,27.0,37.05738792737556,40.476459207791365,4712.237715179388,0.915529388011349,0.2106593638087213,2,7,sub16
3,58.3373845405931,1028.5,57.543461835381436,28.11927946358193,86.55221380349387,1.0,0.8571428571428571,37.5,60.86988464867381,57.138571267845116,10926.516558318794,1.065302882064335,0.24307243558580457,3,7,sub16
4,59.523809523809526,1008.0,60.19551478307998,53.590282396596294,82.49242389456137,0.5714285714285714,0.42857142857142855,14.0,57.24312631403077,62.447692397031666,11230.254852464766,0.9166571912711976,0.24801587301587302,4,7,sub16
5,57.78954972309174,1038.25,51.41923278307447,38.09922598174618,76.3310459212277,0.8571428571428571,0.7142857142857143,39.0,53.94687485037895,54.608252347880544,9254.95777252752,0.9878886895466219,0.24078979051288224,5,7,sub16
6,58.12076202776881,1032.3333333333333,63.22798255343735,65.57140668767141,91.01854206698765,0.625,0.375,11.0,63.786202955654915,64.73980373386995,12973.226530242093,0.9852702553419058,0.2152620815843289,6,7,sub16
7,56.71077504725898,1058.0,43.341665865538694,35.95575512391047,64.40053238466726,0.8571428571428571,0.42857142857142855,23.5,45.53760500276401,40.1989948092421,5750.892531419735,1.132804569339493,0.2363507445048452,7,7,sub16
8,57.245839075585714,1048.111111111111,74.40048453313615,48.74935897014442,89.45110396188524,0.875,0.5,31.0,61.1716335403919,79.49528287892306,15277.113666684802,0.7695001681239455,0.212021626205873,8,7,sub16
9,58.47953216374269,1026.0,69.49100661236676,41.8481218948049,103.02496230109894,1.0,0.7142857142857143,55.0,72.21481559788637,70.249990921635,15937.58271532253,1.0279690381518078,0.12183235867446393,9,7,sub16
