,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,window_data,og_window_index,label,subject
0,81.13590263691684,739.5,87.12204083927327,93.20600839001743,109.67315077082449,0.2,0.2,16.5,71.57988544276947,64.16603462892189,14429.326915102572,1.1155416702422483,0.22537750732476897,"[-2.15323747e-02 -2.15551470e-02 -2.15715513e-02 ...  1.19856668e-04
  1.00739335e-04  8.36816072e-05]",0,4,sub15
1,79.87220447284345,751.2,46.13631974919543,16.20763708873073,49.00765246367143,1.0,0.25,24.0,31.053884620124414,48.00878825798464,4683.67284846008,0.6468375009435829,0.26624068157614483,"[-2.42447564e-02 -2.45435710e-02 -2.48418677e-02 ... -1.12123914e-04
 -9.28304034e-05 -7.59404106e-05]",1,4,sub15
2,77.87151200519143,770.5,13.035208731227385,5.0039984012787215,14.491376746189438,0.2,0.0,13.0,9.564517760974674,15.23811011904029,457.8719706905244,0.6276708651044357,0.2163097555699762,"[-2.59213429e-02 -2.59232011e-02 -2.59188039e-02 ...  1.22164756e-04
  1.02243902e-04  8.45730987e-05]",2,4,sub15
3,72.92173067574137,822.8,39.019994874423034,9.340770846134703,53.32447843157962,1.0,0.5,35.0,37.6911793394688,37.679570061241485,4461.650405015453,1.0003081053793461,0.24307243558580457,"[-2.00185877e-02 -2.00966210e-02 -2.01754701e-02 ...  6.06071788e-05
  5.04945594e-05  4.15768566e-05]",3,4,sub15
4,74.53416149068323,805.0,35.45701623092389,17.426631917843448,50.36119537898202,1.0,0.25,24.0,35.599771768931326,34.80795526887497,3892.9210718879053,1.0227481474835263,0.24844720496894407,"[-2.47367595e-02 -2.48873120e-02 -2.50377968e-02 ... -4.34376104e-05
 -3.64781756e-05 -3.02768905e-05]",4,4,sub15
5,71.12375533428165,843.6,31.17434842943794,17.421251390184345,43.62911871674696,0.75,0.25,10.0,30.259296092275505,29.278831943914664,2783.3155157340625,1.0334871333063758,0.2370791844476055,"[-3.83894893e-02 -3.81964768e-02 -3.79999879e-02 ... -1.48583250e-05
 -1.24695331e-05 -1.03405519e-05]",5,4,sub15
6,73.18858258111734,819.8,38.45724899157504,25.193004981542,51.79044313384468,0.75,0.5,26.0,36.54919629759319,32.09117869446369,3684.7953533176246,1.1389172284874218,0.2439619419370578,"[-3.76678647e-02 -3.76349077e-02 -3.75996125e-02 ... -3.71659046e-05
 -3.11857450e-05 -2.58617355e-05]",6,4,sub15
7,71.46260123868508,839.6,25.75732905407702,24.190649019817553,37.57326176950838,0.5,0.25,30.0,25.99699501865552,21.670111905571734,1769.8406983739608,1.1996705477082137,0.23820867079561694,"[-3.64064461e-02 -3.62385550e-02 -3.60667577e-02 ... -2.09169409e-05
 -1.74835191e-05 -1.44408617e-05]",7,4,sub15
8,75.13148009015778,798.6,14.853955702101715,14.201672436723781,23.921747427811372,0.25,0.0,17.0,16.906914266062863,16.073075312459697,853.7155711928554,1.0518779970474463,0.25043826696719257,"[-1.03363781e-02 -9.63937437e-03 -8.94071390e-03 ... -1.02310471e-04
 -8.49064820e-05 -6.96407263e-05]",8,4,sub15
9,78.07417046193885,768.5,75.40280719796401,80.70687703039934,118.67013103557272,1.0,0.6,35.5,80.60272948231963,48.187965302552435,12202.20200557135,1.672673435706368,0.2168726957276079,"[-2.07400445e-02 -2.04560067e-02 -2.01657461e-02 ...  3.59797626e-05
  2.96105514e-05  2.40759626e-05]",9,4,sub15
10,76.10350076103501,788.4,23.4571950582332,15.732132722552274,33.87476937190864,0.75,0.25,12.0,23.8589605808803,23.824881951438957,1785.7972497759486,1.001430379781558,0.2536783358701167,"[6.27941102e-02 6.30894986e-02 6.33773847e-02 ... 3.60605097e-05
 2.98718243e-05 2.44545674e-05]",10,4,sub15
11,73.71007371007371,814.0,27.129319932501073,16.498105951896417,37.566607512523674,0.75,0.25,24.0,26.464008577689054,24.608814477743575,2045.9555473867279,1.0753873820952786,0.24570024570024568,"[-3.17775157e-02 -3.20845068e-02 -3.23904560e-02 ... -3.63601865e-05
 -3.05713435e-05 -2.54029062e-05]",11,4,sub15
12,73.42143906020557,817.2,25.435408390666737,22.677080940897135,29.90819285747636,0.5,0.25,21.0,20.168044030098706,30.25103304021197,1916.698766807055,0.6666894318382388,0.24473813020068524,"[-1.37513075e-02 -1.34777324e-02 -1.32013219e-02 ... -4.34805282e-06
 -3.33649159e-06 -2.50937244e-06]",12,4,sub15
13,80.42895442359249,746.0,90.41939320005784,93.93742598134143,121.20973558258429,0.8,0.4,29.5,77.48728928024259,58.69344086011653,14287.949662218998,1.3202035550261442,0.22341376228775692,"[ 2.19560867e-02  2.26675836e-02  2.33774330e-02 ... -8.59291543e-05
 -7.22328716e-05 -6.00069244e-05]",13,4,sub15
14,77.84120394395434,770.8,95.96332632834275,73.72372413273763,124.43974445489673,1.0,0.5,38.0,78.12709997177676,76.21741106860033,18707.069910823808,1.0250558091176516,0.2594706798131811,"[2.63339092e-02 2.52253147e-02 2.41108454e-02 ... 1.20963757e-04
 1.01587109e-04 8.43179253e-05]",14,4,sub15
15,75.62389715149988,793.4,29.014479144041168,10.256095748383007,24.95495942693556,0.5,0.0,24.0,13.967596428877803,35.592748559222024,1561.8275436870526,0.39242814883029936,0.25207965717166625,"[-1.84528958e-02 -1.83301813e-02 -1.82081950e-02 ... -2.25511781e-05
 -1.88372041e-05 -1.55517934e-05]",15,4,sub15
16,73.01046483329277,821.8,23.54909764725604,22.034064536530703,30.438462510448847,0.25,0.25,24.0,20.56088519495209,26.384180866572315,1704.2578232936762,0.779288365969394,0.24336821611097592,"[-2.70545874e-02 -2.67530823e-02 -2.64479806e-02 ... -7.63718423e-05
 -6.39631176e-05 -5.29462695e-05]",16,4,sub15
17,151.6245487364621,395.7142857142857,217.42828984400765,25.764424223249303,438.92349371312235,1.0,1.0,11.0,310.3630714358767,18.47257727311247,18011.397285064,16.801286948065542,0.36101083032490977,"[-1.10274499e-02 -1.08300939e-02 -1.06303362e-02 ... -4.66360268e-05
 -3.87847750e-05 -3.18814730e-05]",17,4,sub15
18,156.71641791044777,382.85714285714283,200.87126550634974,38.74453366462021,406.6831280821306,1.0,1.0,23.0,287.5577478235169,19.83018182244206,17914.374234986175,14.501014181225724,0.3731343283582089,"[ 5.86802906e-03  6.36450612e-03  6.86263562e-03 ... -2.56839881e-05
 -2.11265787e-05 -1.71700474e-05]",18,4,sub15
19,79.33010136624063,756.3333333333334,89.63382298118397,65.53594433591385,87.38306472080274,0.6,0.4,15.5,51.72504229094452,84.47177043249417,13726.579310480167,0.6123352455632586,0.22036139268400176,"[2.10859004e-02 2.20569318e-02 2.30273562e-02 ... 3.84427978e-05
 3.18340425e-05 2.60484317e-05]",19,4,sub15
20,176.039119804401,340.8333333333333,186.7792071463583,17.893783836852393,391.65897155561237,1.0,1.0,9.0,276.9446582803142,12.993988994916053,11305.385091989776,21.313290198157762,0.48899755501222497,"[6.59010492e-02 6.60699219e-02 6.62313234e-02 ... 1.08782573e-04
 9.11885402e-05 7.55461699e-05]",20,4,sub15
