,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,og_window_index,label,subject
0,120.99484651579654,495.8888888888889,120.86948373665469,143.993610969376,207.78402248488692,0.6,0.6,20.0,146.86824026997803,160.30633175267909,73965.37107571059,0.9161724222881391,0.2240645305848084,0,4,sub3
1,127.98634812286689,468.8,102.90785522333398,88.14270301434235,136.0927285685417,0.6923076923076923,0.6153846153846154,34.0,93.88939735087898,83.09116687009708,24508.756784607864,1.1299564188051856,0.1422070534698521,1,4,sub3
2,130.65197899321123,459.2352941176471,104.50754513248972,135.50999963102356,170.33261578452905,0.8666666666666667,0.6,20.0,119.64330319746274,73.03798098706362,27452.82406692263,1.6380970774459631,0.2561803509670808,2,4,sub3
3,114.08512505484862,525.9230769230769,146.45212477827357,126.66275911038156,165.80848755553663,0.7272727272727273,0.5454545454545454,28.0,117.24386537018533,187.06840133186446,68903.36559671011,0.6267432903443244,0.14626298083954953,3,6,sub3
4,128.686327077748,466.25,138.89001943984312,113.45270074406537,227.89079464891574,1.0,1.0,79.0,161.01940084654268,85.80235059336624,43403.751135117505,1.8766315809883163,0.13404825737265416,4,7,sub3
5,128.29650748396293,467.6666666666667,75.87709360098957,55.00507789059115,88.19261590405401,0.6875,0.5,10.5,62.361205263168216,37.81324895952476,7408.126113527814,1.6491892915607316,0.11879306248515085,5,6,sub3
6,138.84297520661156,432.14285714285717,184.8172290758232,190.4435874478319,327.30902828978,1.0,1.0,148.0,224.94688261898628,80.96184286440125,57215.04406218689,2.778430859037362,0.3305785123966942,6,7,sub3
7,97.95918367346938,612.5,213.96903981651178,19.0,28.319604517012593,0.5,0.0,204.0,13.435028842544401,301.93459556665573,12743.870599286991,0.04449648711943794,0.4081632653061224,7,7,sub3
8,123.50443844075646,485.8125,100.66852707649,45.91546135929307,139.1507404630984,1.0,1.0,41.5,98.33622300608276,31.8608662141877,9842.852456666411,3.086426537966927,0.1286504567091213,8,7,sub3
9,115.24917298047167,520.6111111111111,112.38383577369959,76.92323050290764,215.60121139024514,1.0,1.0,81.0,152.30409164621918,49.25173665987666,23565.843662330128,3.0923598227206264,0.32013659161242125,9,7,sub3
10,127.48696156074948,470.6363636363636,181.23328649073105,125.60049512243174,295.40628801702917,1.0,1.0,171.0,208.80476452298686,148.30919454807918,97287.79339993521,1.407901682422637,0.19316206297083252,10,4,sub3
11,118.53803095159697,506.1666666666667,128.4757867373373,33.12543007489954,216.54859527978255,1.0,1.0,101.0,152.844301898492,75.14813513676086,36084.22091960979,2.033906784517449,0.10975743606629348,11,4,sub3
12,107.85661414824997,556.2941176470588,139.94737023605038,80.83538442414931,270.24780295129136,1.0,1.0,127.0,191.0129045051669,49.39248108265063,29639.674046649343,3.8672465994477276,0.2114835571534313,12,4,sub3
13,116.00928074245938,517.2,118.63849852949647,55.09829838758272,226.94391038655004,1.0,1.0,27.0,159.6964391047023,32.37584386965362,16242.998422009983,4.932579973749758,0.25779840164990975,13,4,sub3
14,110.31101578060365,543.9166666666666,160.27188271461995,31.52839989596681,323.9379570226373,1.0,1.0,9.5,229.05833318174652,22.41472730148641,16129.816563213353,10.219099706225592,0.3064194882794546,14,4,sub3
15,117.0046801872075,512.8,126.43796898084057,18.748333259252675,258.68030462329364,1.0,1.0,7.0,182.91425586869929,12.55985668708045,7217.422202238268,14.563403104499743,0.39001560062402496,15,4,sub3
16,111.66253101736972,537.3333333333334,114.22881520099129,40.701842710128,235.14931426648897,1.0,1.0,76.0,164.91694879544673,29.745587908125113,15411.244861877416,5.544249093506707,0.6203473945409429,16,4,sub3
17,127.27272727272727,471.42857142857144,66.21363075650801,41.88364836066695,140.7749977801456,1.0,1.0,16.0,99.27094237489638,23.866294224282075,7443.154050430736,4.159461935816412,0.303030303030303,17,4,sub3
18,134.08702510845274,447.47058823529414,96.31634009991355,60.57524246752959,124.00241933123725,1.0,0.8666666666666667,38.0,85.47267269588436,85.14466121450793,22863.071728747927,1.0038524022140396,0.3943736032601551,18,4,sub3
19,56.56565656565656,1060.7142857142858,45.33593429913529,24.122373201840805,37.97806384392619,0.5,0.16666666666666666,18.000000000000114,25.703436864876007,60.83401826098434,4912.330453679609,0.4225174926733519,0.13469827586206895,19,4,sub3
20,113.75947995666306,527.4285714285714,119.32890578188523,22.21350940306371,234.4546864534808,1.0,1.0,20.0,162.0627039142566,19.58366666382986,9970.730127631752,8.27540147083789,0.27085590465872156,20,4,sub3
21,146.2077368260737,410.375,86.86474759647898,10.638961415476606,51.85315805233081,1.0,0.5,6.0,36.665293534894815,7.2176000166260055,831.3767014897392,5.079984129133641,0.3045994517209869,21,4,sub3
22,165.17549896765314,363.25,95.93063900548145,0.0,144.0,1.0,1.0,72.0,0.0,0.0,0.0,,0.6882312456985547,22,4,sub3
23,142.76768941765812,420.2631578947368,132.9320531246036,146.77032878536693,252.12403576764495,1.0,1.0,77.0,178.01950633758705,49.412289913175115,27634.55311681458,3.602737429299357,0.25046963055729493,23,4,sub3
24,130.68336509665124,459.125,122.31510280827956,29.809942184801777,184.70710404777148,1.0,1.0,97.0,128.46940396492093,81.13606611421208,32746.397476743034,1.5833822135778626,0.0,24,4,sub3
25,131.0947562097516,457.6842105263158,57.80461885713664,55.22334002892814,96.20579793107875,0.8888888888888888,0.5555555555555556,38.0,67.99709507230146,36.355922301871985,7766.322104661923,1.8703168773358352,0.11499540018399264,25,4,sub3
26,135.05508825968488,444.2631578947368,61.63546663993417,54.484498287432345,103.75168318974822,1.0,0.6470588235294118,32.0,72.94110531305827,30.4225717514532,6971.370058973119,2.39759826713447,0.23693875133278045,26,4,sub3
27,153.017852082743,392.1111111111111,107.32447628512585,75.56774692287709,167.1787965024273,1.0,0.9375,50.0,114.84469812533794,60.64129935530734,21879.09336365176,1.8938363680574188,0.1416831963729102,27,4,sub3
28,136.3818692338548,439.94117647058823,87.69094834785018,78.2772849128873,117.03133483530526,0.8,0.6,25.0,81.32308678625303,71.34165060545705,18226.651120450075,1.1399103622650482,0.13370771493515177,28,4,sub3
29,117.48069183074078,510.72222222222223,120.25565616429928,123.47606691317156,202.19792283799555,0.9411764705882353,0.8823529411764706,60.0,142.9746511275754,98.34706568433914,44174.36597467254,1.4537764816133483,0.21755683672359405,29,3,sub3
30,127.94781736076267,468.94117647058823,87.52779094008491,71.55138014042777,103.65616238314054,1.0,0.6,22.0,72.71726067447811,68.70364700007643,15695.211569103607,1.058419222991135,0.2508780732563974,30,3,sub3
31,122.64037513526512,489.2352941176471,44.074174660137636,22.88658025034661,63.967700182722425,1.0,0.6,23.0,45.11826434801961,40.42842784202444,5730.455049385712,1.11600343511553,0.12023566189731874,31,3,sub3
32,118.35548172757474,506.94736842105266,36.68998670827968,26.903118365308096,65.14769544828292,0.8888888888888888,0.5,21.0,46.064702214639965,26.69917000605721,3863.8112389539165,1.7253233791233706,0.20764119601328904,32,3,sub3
33,125.15337423312883,479.4117647058824,109.4569799045588,51.85218306772521,139.15482983593012,0.8666666666666667,0.8666666666666667,26.0,98.30783850289411,88.024163349238,27185.662810022775,1.1168278659219446,0.12269938650306748,33,3,sub3
