,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,window_data,og_window_index,label,subject
0,63.79585326953748,940.5,13.573871960498227,8.286535263104035,23.50886357667394,0.6666666666666666,0.0,5.5,16.596519046006136,10.692676621563677,557.5108374111285,1.5521388734918173,0.2658160552897395,[0.05409912 0.05872734 0.06336399 ... 0.0002477  0.00020888 0.00017407],0,4,sub5
1,61.27138115905029,979.25,17.977416388346796,18.457157599876172,35.223098481914775,0.6666666666666666,0.0,4.0,24.835011129004506,11.72367026337925,914.6982048043894,2.1183648610947903,0.2552974214960429,[0.00652274 0.00625239 0.00598104 ... 0.00034173 0.00028576 0.00023617],1,4,sub5
2,60.590759909113864,990.25,29.226486275294867,8.013876853447485,46.3644979123754,1.0,0.3333333333333333,20.0,32.33333333333329,24.33333333333334,2471.735286674367,1.3287671232876692,0.25252525252525254,"[-1.27043438e-02 -1.30065507e-02 -1.33102143e-02 ...  1.42340317e-04
  1.18726522e-04  9.78834335e-05]",2,4,sub5
3,61.03763987792472,983.0,26.277366686941825,4.988876515698588,37.995613781944186,1.0,0.0,17.5,25.569078547686807,25.359635468813636,2037.079397742626,1.0082589152013142,0.254323499491353,"[-3.68129990e-02 -3.70121599e-02 -3.72109103e-02 ... -3.96773277e-05
 -3.34794142e-05 -2.79199984e-05]",3,4,sub5
4,59.479553903345725,1008.75,27.67105888830422,26.54555832275273,43.135445594854666,0.6666666666666666,0.3333333333333333,17.5,29.554093531090484,19.341952101871936,1795.840739808303,1.527978839748559,0.24783147459727384,"[-3.20558682e-02 -3.19665143e-02 -3.18780829e-02 ... -3.37232141e-05
 -2.87067309e-05 -2.41448359e-05]",4,4,sub5
5,59.65697240865026,1005.75,24.893523254051434,12.970050972229172,52.30041427496852,1.0,0.3333333333333333,20.5,36.834464537682315,15.878007151752728,1837.3852548915422,2.3198417903229287,0.24863252113376427,"[-3.66475180e-02 -3.69632074e-02 -3.72789564e-02 ...  1.70813071e-05
  1.37493524e-05  1.09267144e-05]",5,4,sub5
6,58.565153733528554,1024.5,17.528548142958105,12.47219128924647,35.90264614203248,0.6666666666666666,0.0,8.5,25.333333333333332,12.018504251546624,956.5168648161797,2.107860745655872,0.2440214738897023,"[-0.02814638 -0.02840404 -0.02866196 ...  0.00042707  0.00035803
  0.00029666]",6,4,sub5
7,60.28636021100226,995.25,12.21423350030608,9.416297927883742,20.314198646923444,0.6666666666666666,0.0,4.999999999999943,14.169607537888186,11.590225767142535,515.9404640706123,1.222548017835685,0.25125628140703515,[0.00648371 0.00661088 0.00673659 ... 0.00041349 0.00034625 0.00028657],7,4,sub5
8,59.50413223140496,1008.3333333333334,27.644569488820444,8.5,34.56153931757091,1.0,0.0,25.0,6.0104076400856545,23.688077169749363,447.2842540548473,0.2537313432835819,,"[-0.00248433 -0.0024045  -0.0023267  ...  0.00033198  0.00027751
  0.00022926]",8,4,sub5
9,59.46481665014866,1009.0,16.09347693943108,8.219218670625303,24.110855093366833,0.6666666666666666,0.0,10.0,16.384274303259343,16.16580753730948,832.098016811341,1.0135141263710865,0.2477700693756194,"[-0.00370748 -0.00379555 -0.00388583 ...  0.00041091  0.00034427
  0.00028507]",9,4,sub5
10,60.256088375596285,995.75,19.031224343168233,14.3836326735942,30.886890422960963,0.6666666666666666,0.0,18.5,21.79449471770334,13.051181300301277,893.6068725963735,1.669925060132314,0.25113008538422904,"[-0.00658286 -0.00684541 -0.00710953 ...  0.00038359  0.00032164
  0.00026655]",10,4,sub5
11,59.07449950771251,1015.6666666666666,14.974051630144135,13.5,25.387004549572207,0.5,0.0,8.0,15.20279579551077,9.545941546018412,455.92363385221967,1.592592592592589,,[0.00179609 0.00164674 0.00149581 ... 0.00018896 0.00016011 0.00013406],11,4,sub5
