,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,window_data,og_window_index,label,subject
0,71.82188173330141,835.4,28.51385628076287,12.529964086141668,28.861739379323623,0.5,0.0,30.0,18.560711193270585,36.42114770294863,2123.7241857186905,0.5096135724401657,0.23940627244433801,"[-8.84772979e-03 -8.77665017e-03 -8.70386691e-03 ... -4.20265290e-06
 -3.51880851e-06 -2.91180443e-06]",0,4,sub29
1,67.02412868632707,895.2,13.407460609675494,13.2664991614216,24.839484696748443,0.5,0.0,1.0,17.2735346701247,9.918417212438767,538.2368912440869,1.7415616121150683,0.22341376228775692,"[-1.25345840e-02 -1.25473071e-02 -1.25588768e-02 ...  1.25188344e-05
  1.04483314e-05  8.61863851e-06]",1,4,sub29
2,67.81576716586606,884.75,9.202581159652981,5.312459150169743,9.327379053088816,0.0,0.0,7.0,4.358898943540673,10.21436896402965,139.87439290696696,0.42674187303109257,0.2825656965244419,"[ 6.51623926e-03  6.45678320e-03  6.39647125e-03 ... -5.70097904e-05
 -4.77550623e-05 -3.95370991e-05]",2,4,sub29
3,69.344120196475,865.25,11.388041973930374,2.6246692913372702,16.87206764645835,0.0,0.0,7.0,11.464922347946558,10.837178804672526,390.33476137352176,1.0579249964025117,0.2889338341519792,"[ 1.61365669e-02  1.61243713e-02  1.61111550e-02 ... -6.33739892e-06
 -5.30830400e-06 -4.39463966e-06]",3,4,sub29
4,67.38544474393531,890.4,6.1838499334961226,4.5,7.905694150420948,0.0,0.0,5.0,5.303300858899106,6.946221994724918,115.7296919438389,0.7634798978389296,0.22461814914645103,"[-1.69038750e-02 -1.69068425e-02 -1.69078319e-02 ...  1.56455226e-05
  1.31146539e-05  1.08652842e-05]",4,4,sub29
5,68.70884626395649,873.25,9.60143218483576,8.498365855987974,11.902380714238083,0.0,0.0,2.5,6.009252125773315,7.63762615825976,144.1878597540133,0.7867957924694404,0.286286859433152,"[2.23090580e-03 2.09344004e-03 1.95551048e-03 ... 4.52149281e-06
 3.94630867e-06 3.39831922e-06]",5,4,sub29
6,68.94570525711002,870.25,11.431863365173676,11.08552609887726,16.832508230603462,0.3333333333333333,0.0,8.0,11.289129481250733,12.547686816479093,445.0143313476157,0.8996980595996805,0.2872737719046251,"[ 4.77910047e-03  4.74421062e-03  4.70932423e-03 ... -1.74607043e-06
 -1.48462997e-06 -1.24735015e-06]",6,4,sub29
7,71.15327601541654,843.25,11.986972094736853,11.14550233153366,16.623276853055575,0.3333333333333333,0.0,11.0,10.867893591267404,13.576941236277595,463.5506437445651,0.8004670125719029,0.2964719833975689,"[ 1.29074010e-03  1.58761734e-03  1.88565857e-03 ... -4.94122374e-06
 -4.14259557e-06 -3.43237206e-06]",7,4,sub29
8,69.30006930006931,865.8,10.283968105745952,6.519202405202649,13.656500283747663,0.0,0.0,8.0,9.493418773023762,8.958236433584496,267.1745164794294,1.0597419306140285,0.231000231000231,"[-1.08650761e-02 -1.07823651e-02 -1.06976773e-02 ...  3.38107749e-06
  2.82530367e-06  2.33331372e-06]",8,4,sub29
9,70.78810759792354,847.6,18.391302292116237,14.44818327679989,33.74907406137241,0.75,0.0,14.0,22.899235795108968,9.714679613862703,698.8747406460808,2.357178692999005,0.23596035865974513,"[-8.07909340e-03 -8.15388422e-03 -8.22881101e-03 ...  8.87526315e-06
  7.39361039e-06  6.08741122e-06]",9,4,sub29
10,70.32348804500702,853.2,11.737120600896967,11.4564392373896,21.760055146988943,0.5,0.0,2.0,15.124483462254172,8.696263565462974,413.2026688084248,1.7391933154281036,0.23441162681669012,"[-6.27572408e-03 -6.35704257e-03 -6.43888243e-03 ...  1.66751662e-05
  1.39666960e-05  1.15621241e-05]",10,4,sub29
11,70.90522335145356,846.2,12.319090875547595,2.598076211353316,8.888194417315589,0.0,0.0,11.0,1.8371173070873836,13.869931506680206,80.04995234212224,0.1324532357065043,0.2363507445048452,"[3.26929288e-03 3.13243333e-03 2.99452315e-03 ... 4.41071640e-05
 3.68918784e-05 3.04973728e-05]",11,4,sub29
12,72.83321194464676,823.8,15.406492138056604,6.6473679001541655,26.5941722939444,0.75,0.0,13.0,18.663969299160346,14.390752238851205,843.7958405811502,1.2969418824939944,0.24277737314882256,"[1.38294885e-02 1.37686901e-02 1.37066570e-02 ... 3.02287778e-05
 2.53134684e-05 2.09497289e-05]",12,4,sub29
13,72.6920281075842,825.4,7.22772439983706,5.261891294962297,9.785192895390463,0.0,0.0,6.0,6.526388741103307,7.703489469065314,157.9466083849078,0.8471990216006839,0.242306760358614,"[6.09323663e-03 6.03373789e-03 5.97366528e-03 ... 1.38103324e-05
 1.15429518e-05 9.53552963e-06]",13,4,sub29
14,73.38551859099805,817.6,8.593020423576334,7.516648189186454,13.322912594474229,0.25,0.0,2.0,9.414085191881366,8.253787009609637,244.1075738981106,1.1405776743355298,0.2446183953033268,"[5.51523241e-03 5.47657320e-03 5.43702388e-03 ... 7.49739385e-06
 6.26721351e-06 5.17816787e-06]",14,4,sub29
15,71.8562874251497,835.0,19.555050498528505,8.860022573334675,22.792542640082964,0.25,0.0,19.0,15.447491705775406,24.682990094394924,1197.8587574774438,0.6258355104750158,0.23952095808383234,"[-1.00615729e-03 -1.08572669e-03 -1.16577922e-03 ...  9.84126235e-06
  8.24152944e-06  6.82179847e-06]",15,4,sub29
16,68.76790830945559,872.5,18.117670931993437,12.192894105447921,21.740898478827106,0.3333333333333333,0.0,6.0,12.142670400057987,16.563010998406465,631.8345490220174,0.7331197450286207,0.28653295128939826,"[1.31703686e-03 1.33000620e-03 1.34230105e-03 ... 2.64237758e-05
 2.21496882e-05 1.83501916e-05]",16,4,sub29
17,71.21661721068249,842.5,12.05197079319395,3.7712361663282534,11.0,0.0,0.0,9.0,2.6666666666666665,12.77149604044535,106.9942350293713,0.20879830038875213,0.29673590504451036,"[7.28104307e-03 7.34444707e-03 7.40751334e-03 ... 7.49885385e-06
 6.40284264e-06 5.40054563e-06]",17,4,sub29
18,71.06899615042937,844.25,5.7608593109014565,1.699673171197595,5.597618541248888,0.0,0.0,4.5,1.2018504251546631,5.487359211051442,20.71875642898071,0.21902164209227604,0.2961208172934557,"[ 2.19277620e-03  2.16705296e-03  2.14149131e-03 ... -1.87920822e-05
 -1.56120769e-05 -1.28185511e-05]",18,4,sub29
19,70.09345794392523,856.0,10.559356040971437,7.760297817881877,12.922847983320086,0.0,0.0,5.0,6.064468466220084,8.252945602093273,157.23585892153503,0.7348247230276054,0.29205607476635514,"[ 7.19295749e-03  7.16556207e-03  7.13792791e-03 ... -9.78454691e-06
 -8.29609053e-06 -6.95152612e-06]",19,4,sub29
20,72.79344858962693,824.25,6.139014578904337,7.039570693980958,10.408329997330663,0.0,0.0,3.0,6.887992773257276,3.1797973380565563,68.80848517632884,2.1661735138966787,0.3033060357901122,"[ 9.35456423e-03  9.56719327e-03  9.77954295e-03 ... -3.92139615e-05
 -3.29385500e-05 -2.73444176e-05]",20,4,sub29
