,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,og_window_index,label,subject
0,74.66666666666667,803.5714285714286,95.17413216664215,88.16709987291178,135.67683341307756,0.8,0.6,31.25,95.91255783264253,114.47911927508876,34494.640677802076,0.8378170485585976,0.17787264318747778,16,1,S8
1,63.60248447204969,943.359375,110.46816986233806,82.39214593518945,115.35018015807344,0.5,0.5,39.0625,73.67997057705784,101.14430461426275,23412.120425668858,0.7284638602050159,0.13257324671881215,17,1,S8
2,58.875638841567294,1019.0972222222222,86.45763609714398,56.031204249144736,138.76812240884072,1.0,0.875,78.125,96.9407381541279,71.6959173553814,21834.870523169917,1.3521096002386481,0.21817388458601505,18,1,S8
3,63.366336633663366,946.875,93.80206887377271,63.83602885711887,132.68478336309371,0.8888888888888888,0.7777777777777778,78.125,90.87675227987778,74.75364632503813,21341.996884054133,1.2156832040638443,0.21132713440405748,19,1,S8
4,66.20689655172414,906.25,105.04835196232257,138.73689600004892,178.8362990978062,0.5555555555555556,0.5555555555555556,54.6875,125.10845989025327,65.26022961532121,25649.868802827332,1.9170704827076097,0.22079929344226099,20,1,S8
5,64.59813084112149,928.8194444444445,48.36245929577819,27.55221871028493,70.0951501754936,1.0,0.5,31.25,48.61280650255328,44.516684843912046,6798.660928811718,1.0920131782724474,0.23937761819269898,21,1,S8
6,65.45454545454545,916.6666666666666,46.58474953124561,50.59310096479929,75.94618005946711,0.75,0.375,31.25,53.25624298607804,32.65283886191502,5463.127587596592,1.630983548208239,0.12125621438098702,22,1,S8
7,67.84452296819788,884.375,41.4578098794425,30.468626345111534,63.36210969060645,0.8888888888888888,0.4444444444444444,31.25,44.533872702710624,39.81716993465178,5570.7122342663715,1.1184590159421157,0.22624434389140272,23,1,S8
8,64.71910112359551,927.0833333333334,79.33096985274904,67.99568431847348,106.548294507702,0.75,0.625,46.875,74.88394340890942,80.24468196943023,18877.950337977112,0.9331950924478332,0.23977940294928668,24,1,S8
9,86.29213483146067,695.3125,151.95931730099122,163.61546238436634,220.91561949644938,0.8,0.6,78.125,155.3293187573582,134.36137285553838,65565.85710600199,1.156056353520323,0.2398369109005876,25,1,S8
10,67.25043782837128,892.1875,36.61054535581244,18.69848891366147,34.938562148434215,0.5555555555555556,0.1111111111111111,23.4375,23.93064019460108,43.29848581020806,3255.194167286576,0.5526900016665061,0.22424038569346338,26,1,S8
11,62.722323049001815,956.5972222222222,44.05756090433861,25.83741514711514,62.25538066605167,0.875,0.5,31.25,43.999532523706286,47.98093162710255,6632.337395972252,0.917021221381468,0.23239600278875203,27,1,S8
